character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
4208,46,female,149,87,6,5,8,5,6,5,5,8,5,1,30,19,36,30,59,67,43,40,1,20,0,0,0,0,0,0,1,3,0,3,74,51,47,71,42,54,16,mechanical_noise,45,46,37,11,1,90,0.7609
4209,25,female,166,66,6,7,6,5,5,5,6,3,6,4,32,58,65,42,54,51,46,51,0,0,1,0,0,0,1,6,0,0,0,0,74,51,34,37,34,67,34,neutral,47,51,15,15,1,117,0.6525
4210,30,female,148,69,5,7,6,4,9,4,8,8,6,9,28,19,37,40,71,82,65,54,0,0,1,0,0,0,0,0,1,7,0,4,11,57,18,13,60,29,64,resource_rich,28,63,15,17,1,103,0.9117
4211,42,male,176,101,8,6,4,4,4,5,3,4,5,3,36,53,60,57,55,48,40,65,0,0,0,1,1,4,0,0,1,5,0,0,35,42,37,57,44,78,30,liminal_office,51,42,34,9,1,77,0.3602
4212,43,male,160,73,6,4,5,2,5,7,6,4,3,9,49,70,71,53,50,54,43,35,0,0,0,1,0,0,0,0,0,0,0,3,70,57,35,38,62,58,33,mechanical_noise,51,65,28,12,0,2,0.0565
4213,15,female,160,70,7,5,3,5,5,6,3,3,4,6,37,63,48,59,54,39,35,41,0,0,1,1,0,0,0,0,1,9,0,0,38,46,47,62,53,59,49,darkness,61,44,17,11,0,6,0.1696
4214,36,female,166,70,5,5,5,5,3,4,6,6,6,4,51,51,62,53,52,46,39,20,0,0,0,0,1,3,1,3,1,6,0,2,45,42,57,41,27,70,29,resource_rich,48,41,27,8,1,119,0.5437
4215,36,male,187,106,3,4,5,6,7,5,3,6,6,3,49,45,61,69,50,67,18,43,0,0,0,0,1,1,0,0,1,3,0,7,59,39,49,50,16,49,37,flooding,55,45,25,9,1,54,0.5489
4216,34,male,179,86,4,5,5,5,7,4,6,4,5,1,50,58,44,38,59,50,27,44,0,0,0,0,0,0,0,0,1,5,0,3,76,55,63,77,47,62,21,trap_exit,68,27,36,7,0,6,0.1147
4217,32,male,162,74,4,4,4,4,4,5,3,4,4,4,53,39,37,34,26,59,59,48,1,55,0,0,1,1,0,0,0,0,1,5,87,65,54,59,44,57,35,flooding,66,41,28,10,1,104,0.5419
4218,12,male,184,72,6,6,7,4,5,4,5,7,3,6,28,27,36,36,57,67,51,56,0,0,1,1,1,3,1,8,1,6,0,4,35,64,27,37,88,24,69,resource_rich,36,52,29,12,1,114,0.9386
4219,37,male,165,75,3,4,3,7,1,3,6,4,4,4,53,48,45,38,39,37,28,24,0,0,0,1,1,1,1,8,1,3,1,5,49,44,44,42,37,46,34,haunted_hotel,56,54,35,14,1,84,0.4979
4220,38,male,167,66,2,4,6,4,5,7,5,6,4,8,32,28,24,19,58,65,55,59,1,55,1,1,0,0,0,0,1,7,1,4,19,61,18,15,73,39,53,liminal_office,26,64,26,16,1,118,0.9119
4221,43,male,172,87,6,4,4,2,7,6,5,4,5,3,38,56,56,48,53,68,44,64,0,0,1,1,0,0,0,0,0,0,1,0,57,72,40,33,58,60,22,neutral,38,42,8,11,1,96,0.673
4222,12,female,154,60,2,7,5,5,3,3,5,6,3,4,32,16,32,27,60,53,28,44,1,37,0,1,1,2,0,0,0,0,0,4,75,85,27,22,74,26,46,resource_rich,33,58,23,13,1,96,0.6108
4223,35,male,169,82,6,6,8,6,7,9,9,4,2,6,28,27,23,31,64,64,40,76,0,0,0,0,1,2,1,10,1,10,0,4,27,57,0,17,64,19,77,neutral,9,81,9,19,1,118,1.0
4224,28,male,174,83,6,3,6,4,7,7,5,6,7,3,62,48,67,62,33,59,41,77,1,52,1,0,1,4,0,0,0,0,0,6,56,37,67,67,19,76,54,darkness,66,26,40,8,1,120,0.7254
4225,42,male,169,65,2,6,6,6,6,4,5,3,6,8,31,57,62,50,76,54,33,60,1,34,0,1,1,2,1,7,1,10,1,7,59,54,37,33,39,61,55,flooding,45,55,32,13,0,9,0.1623
4226,39,male,158,98,6,5,7,5,5,4,4,8,6,3,12,36,13,13,67,56,31,47,0,0,0,0,0,0,0,0,0,0,0,4,49,76,12,23,74,37,63,resource_rich,27,73,0,14,1,131,0.5381
4227,57,male,180,84,5,6,5,7,4,7,7,5,1,9,64,40,39,46,20,48,45,31,0,0,0,1,1,1,1,5,1,5,1,end,73,44,55,53,62,61,44,trap_exit,66,49,37,13,1,99,0.4925
4228,61,female,149,67,5,5,3,7,4,5,6,5,3,8,45,54,71,49,30,44,49,63,1,21,0,0,0,0,1,5,1,4,1,6,59,27,55,59,38,66,37,darkness,45,28,29,8,0,2,0.0462
4229,12,male,171,83,4,1,5,3,6,7,3,5,1,5,49,48,64,43,32,52,53,58,1,58,0,0,0,0,1,1,1,10,0,5,73,44,43,42,37,58,23,haunted_hotel,45,63,15,13,0,15,0.1608
4230,21,male,171,74,4,6,5,4,6,7,9,6,7,3,16,40,52,29,74,53,57,75,1,35,1,0,0,0,1,4,0,0,0,1,30,57,27,28,41,45,56,liminal_office,40,46,11,14,1,93,0.698
4231,52,male,173,59,2,6,7,5,6,9,8,5,8,3,44,38,55,45,54,73,90,55,0,0,1,0,1,3,1,4,1,5,1,5,27,52,26,27,40,28,51,neutral,69,64,11,12,0,8,0.1693
4232,41,female,161,56,3,7,3,5,8,8,7,4,5,5,39,55,44,51,54,64,75,44,1,63,0,0,1,1,0,0,0,0,0,5,47,81,26,42,35,48,65,haunted_hotel,45,54,25,13,1,83,0.5537
4233,12,male,172,81,6,3,7,3,4,5,1,7,4,7,50,41,58,62,44,50,38,71,1,62,0,1,0,0,0,0,0,0,0,3,64,77,53,63,14,51,67,neutral,49,43,41,7,0,3,0.0504
4234,44,male,174,60,5,5,6,6,5,4,6,6,4,7,39,44,66,64,53,51,46,27,1,51,1,0,1,5,0,0,0,0,0,7,71,33,32,49,38,60,50,flooding,44,30,26,9,0,2,0.0529
4235,30,male,194,82,3,9,3,4,4,5,4,5,5,7,23,42,41,44,71,58,34,69,0,0,1,0,0,0,0,0,1,5,0,4,37,62,29,23,60,20,65,liminal_office,35,54,4,17,1,114,0.7795
4236,20,male,180,71,2,2,7,5,6,6,5,8,3,2,61,31,41,50,44,55,40,45,0,0,0,0,1,3,0,0,1,5,0,end,45,54,63,66,35,41,27,trap_exit,79,18,18,9,0,2,0.0412
4237,42,female,164,75,3,4,4,6,4,3,2,6,2,6,49,53,70,54,42,40,42,44,0,0,0,1,0,0,1,4,1,7,0,8,48,21,43,35,27,71,4,neutral,46,45,32,7,0,3,0.0404
4238,36,female,156,51,3,4,6,4,1,5,4,6,8,5,31,43,46,50,55,49,44,54,1,71,0,1,1,3,1,8,1,4,0,3,29,61,60,43,37,63,30,neutral,45,47,41,11,0,6,0.1555
4239,34,male,179,85,3,6,5,8,7,3,6,5,4,5,50,38,56,41,44,67,52,51,0,0,1,1,1,2,1,7,1,8,0,5,49,48,58,38,44,68,26,haunted_hotel,57,37,24,8,0,7,0.1704
4240,30,female,153,84,5,5,5,5,4,5,6,6,7,7,50,46,31,33,44,35,36,31,0,0,1,1,0,0,1,7,1,6,1,3,31,67,54,63,58,62,35,mechanical_noise,63,35,35,7,0,6,0.1733
4241,56,female,159,72,5,6,8,8,6,4,9,5,2,3,39,39,42,42,56,57,42,40,0,0,0,1,0,0,0,0,0,0,0,0,54,58,24,47,33,49,71,liminal_office,27,41,11,11,0,1,0.0585
4242,18,male,181,62,6,3,4,5,6,5,5,5,2,5,39,51,29,33,53,39,46,53,0,0,0,0,0,0,1,5,0,0,0,0,13,48,31,35,37,64,36,neutral,31,42,16,15,0,17,0.1985
4243,14,female,160,60,5,3,3,5,5,4,4,4,5,4,71,59,60,67,44,45,33,68,0,0,1,0,1,1,1,5,1,1,0,6,71,30,62,69,13,82,41,darkness,45,25,40,11,1,86,0.5292
4244,40,male,174,90,5,5,4,6,5,7,6,3,7,6,46,55,73,79,54,52,43,22,1,63,0,1,1,2,1,10,1,5,0,7,72,28,65,78,25,62,53,flooding,53,42,26,11,0,8,0.1665
4245,12,female,157,72,5,4,4,5,5,2,7,4,7,3,31,49,40,42,75,48,43,43,0,0,0,0,1,3,1,2,0,0,0,0,36,46,26,49,33,54,49,mechanical_noise,46,40,34,12,0,12,0.1299
4246,40,female,165,59,6,3,2,6,5,4,6,3,4,3,36,49,49,60,53,54,51,44,0,0,1,0,0,0,0,0,1,2,1,0,19,58,32,24,36,43,62,neutral,25,49,18,15,0,2,0.0427
4247,47,male,178,76,8,5,2,3,6,10,4,1,4,7,31,54,51,41,46,73,36,72,1,34,0,1,1,5,1,10,0,0,1,1,21,56,11,27,70,45,64,liminal_office,13,87,24,16,0,14,0.2449
4248,48,male,183,81,4,7,3,7,3,6,6,3,6,7,18,44,39,16,53,49,23,9,1,38,0,1,0,0,1,7,1,5,0,1,34,53,21,26,50,36,51,darkness,32,60,11,16,0,15,0.1765
4249,24,female,157,59,6,4,6,3,5,4,4,5,4,9,62,52,58,58,43,41,24,56,0,0,1,0,0,0,0,0,1,3,0,3,55,55,48,65,49,63,44,mechanical_noise,68,34,48,4,1,76,0.6323
4250,15,male,178,66,5,3,6,6,2,4,6,6,3,7,72,47,44,50,28,39,35,56,1,70,0,1,1,4,1,9,0,0,0,6,43,54,51,60,43,75,39,darkness,49,38,34,10,0,3,0.0463
4251,20,female,158,50,4,5,7,6,3,3,7,6,4,7,16,30,28,41,50,52,36,43,0,0,0,1,0,0,0,0,0,0,0,4,38,62,15,31,64,4,69,liminal_office,28,60,0,16,1,98,0.701
4252,25,male,173,85,4,5,7,5,5,3,3,8,4,3,47,40,29,50,42,63,47,68,0,0,1,0,1,1,1,5,0,0,0,7,62,58,57,43,50,66,35,neutral,49,36,41,7,0,2,0.0464
4253,31,male,172,81,5,5,7,6,4,5,7,6,4,1,53,35,50,34,42,49,61,24,1,31,0,1,1,4,0,0,1,5,0,5,49,46,54,52,48,60,25,haunted_hotel,70,52,21,7,0,6,0.1181
4254,49,other,167,69,5,7,6,8,6,6,3,6,3,6,38,36,49,44,48,57,50,63,1,77,1,0,1,1,1,5,1,3,0,0,73,59,23,65,23,79,29,neutral,40,43,41,11,1,73,0.7175
4255,12,male,165,92,5,5,5,5,5,5,6,3,3,2,39,49,54,59,50,52,41,40,0,0,0,0,0,0,0,0,0,0,0,2,54,36,39,31,32,56,55,darkness,35,48,31,8,0,3,0.0565
4256,21,female,162,46,6,2,7,6,6,6,3,6,6,5,30,32,34,31,61,54,59,33,1,23,0,0,1,2,1,10,1,7,0,4,28,68,3,29,71,14,77,resource_rich,29,63,15,16,1,84,0.8812
4257,40,female,164,85,4,5,7,4,5,6,2,5,7,8,28,37,38,41,72,65,68,57,0,0,0,0,1,4,1,4,1,3,0,1,51,73,40,22,54,47,55,resource_rich,43,43,25,10,0,23,0.2175
4258,43,female,160,52,5,2,5,6,8,4,4,7,4,2,59,43,47,45,28,62,47,42,1,50,0,0,0,0,1,9,1,1,1,3,49,45,46,62,44,56,53,darkness,38,43,49,9,1,107,0.5023
4259,21,male,185,65,4,6,6,3,7,5,4,6,8,6,34,44,33,36,47,51,49,43,1,55,1,1,1,4,0,0,0,0,1,0,49,64,28,51,54,54,46,liminal_office,43,53,33,15,1,164,0.568
4260,19,male,181,84,5,6,5,7,3,4,6,5,1,6,37,33,38,30,46,47,53,51,1,66,1,1,0,0,1,6,0,0,1,4,44,70,39,28,67,33,50,neutral,32,71,39,16,1,80,0.8734
4261,45,male,177,101,6,3,5,5,5,3,5,4,2,3,77,52,63,64,26,53,46,44,0,0,1,1,0,0,1,6,1,4,1,6,73,26,80,70,26,70,45,darkness,63,23,42,9,0,4,0.055
4262,20,female,175,69,3,10,3,6,10,7,5,5,5,7,30,59,68,65,72,63,42,36,1,72,1,1,0,0,1,4,1,10,0,7,51,36,41,54,30,53,39,flooding,40,48,28,12,0,1,0.053
4263,34,male,187,83,5,3,6,4,8,5,8,6,5,4,47,42,52,62,53,67,59,66,1,71,1,0,0,0,0,0,1,3,1,8,64,61,56,67,30,67,39,flooding,53,26,26,8,1,109,0.6951
4264,35,female,167,66,7,4,4,6,8,9,7,6,5,4,65,55,54,50,39,62,47,67,0,0,1,0,1,4,1,4,0,0,0,8,91,46,45,45,21,78,24,cave_isolation,61,43,11,13,1,57,0.544
4265,36,female,167,57,6,3,5,4,8,6,4,6,4,4,68,52,58,61,35,55,47,26,0,0,1,0,0,0,0,0,0,0,1,6,48,17,51,55,23,48,24,darkness,59,27,36,10,0,3,0.041
4266,12,male,163,80,3,2,5,4,5,8,3,6,5,7,55,37,43,39,47,57,51,43,1,43,0,0,1,4,1,7,1,7,0,2,52,54,44,57,53,61,31,flooding,62,42,38,8,0,22,0.2009
4267,15,female,173,63,7,6,3,4,10,6,7,4,5,6,66,60,43,40,30,59,55,48,0,0,0,1,1,5,0,0,0,0,1,end,45,52,45,63,48,54,64,haunted_hotel,62,43,29,11,0,1,0.055
4268,23,female,168,71,5,6,4,6,6,6,4,4,5,3,51,51,59,48,46,58,41,60,0,0,0,0,0,0,1,4,1,3,0,3,80,42,70,67,23,74,58,liminal_office,56,34,51,8,1,87,0.7335
4269,17,male,173,83,5,8,6,3,5,7,5,5,9,7,35,49,54,44,80,61,49,73,1,29,1,1,1,1,1,6,1,3,0,0,74,57,29,58,44,52,60,neutral,29,53,12,10,1,104,0.7601
4270,37,male,182,107,5,5,5,3,7,5,4,0,5,5,56,56,50,51,44,51,47,59,1,71,1,0,0,0,1,3,0,0,0,5,76,47,47,58,49,88,31,haunted_hotel,52,41,31,10,0,6,0.1535
4271,16,female,160,63,3,3,7,2,6,2,4,8,5,8,43,40,49,36,47,65,39,33,1,53,0,1,0,0,0,0,0,0,0,5,30,63,35,41,70,56,30,haunted_hotel,30,38,21,9,1,123,0.463
4272,45,female,166,78,6,6,4,4,3,6,3,5,1,7,12,47,47,35,60,57,40,44,0,0,1,0,1,2,1,7,1,4,1,4,15,69,0,5,51,20,65,liminal_office,0,85,19,18,1,68,0.8313
4273,28,male,170,88,5,4,5,4,9,4,3,4,6,0,50,47,56,51,52,63,41,47,1,53,0,1,0,0,1,8,1,5,0,6,55,22,54,63,33,47,43,trap_exit,53,32,35,6,1,77,0.6004
4274,47,female,154,66,1,5,5,7,4,4,5,5,3,7,26,49,31,44,58,54,31,49,0,0,1,1,1,3,0,0,0,0,0,4,8,68,12,24,65,39,50,liminal_office,10,61,26,16,1,91,0.6023
4275,32,male,179,102,7,6,5,7,5,4,6,5,5,7,24,46,51,19,66,48,53,55,1,50,0,1,1,2,1,6,1,6,1,1,36,58,12,26,73,45,61,neutral,13,54,25,18,1,131,0.9597
4276,49,female,176,38,8,6,4,6,4,7,3,3,6,6,37,48,56,43,45,49,43,23,1,64,0,1,0,0,0,0,0,0,0,2,31,47,41,37,37,52,37,darkness,37,50,32,9,0,2,0.0542
4277,37,female,170,66,5,6,6,6,2,5,9,7,5,3,41,38,38,50,57,43,35,41,1,38,1,0,0,0,0,0,1,9,0,7,59,60,41,44,43,62,30,flooding,33,52,11,13,0,4,0.0544
4278,16,female,173,71,7,4,8,4,3,5,3,8,6,10,47,39,53,61,59,40,50,39,0,0,0,0,0,0,1,6,0,0,0,0,52,51,65,51,30,67,20,neutral,67,26,22,9,0,2,0.051
4279,48,female,160,70,6,8,6,4,3,4,6,6,6,7,64,42,49,45,33,49,58,72,0,0,0,1,0,0,1,5,0,0,0,end,66,54,73,75,54,51,34,trap_exit,72,17,9,6,0,2,0.0455
4280,20,female,155,57,8,4,6,5,4,8,6,4,8,4,11,41,35,35,75,65,62,76,0,0,1,0,1,1,0,0,1,4,0,4,0,80,15,16,72,45,43,resource_rich,28,67,8,17,0,6,0.2091
4281,37,male,180,70,1,3,8,5,6,7,5,7,5,4,44,42,56,72,66,55,43,32,0,0,0,0,1,2,0,0,1,4,0,7,58,35,54,59,5,64,16,flooding,55,30,21,13,1,96,0.6589
4282,25,male,169,87,7,2,5,3,4,8,4,7,5,5,55,44,36,52,24,46,47,26,1,42,1,1,1,3,0,0,0,0,1,5,37,46,46,66,41,44,34,haunted_hotel,67,41,16,12,1,125,0.4593
4283,70,female,158,80,8,6,5,6,3,2,5,7,2,5,37,50,79,60,43,48,33,52,0,0,0,0,1,1,1,4,1,2,1,0,33,55,31,23,30,42,51,liminal_office,30,40,24,10,1,48,0.5044
4284,18,male,175,91,5,4,5,6,4,6,6,3,2,3,45,52,79,60,47,55,36,53,0,0,0,1,0,0,1,1,0,0,0,7,61,38,35,49,14,49,53,flooding,37,37,35,13,0,2,0.042
4285,12,male,174,83,5,6,5,4,5,6,5,5,5,2,69,42,49,31,37,57,63,83,0,0,1,1,0,0,1,5,0,0,0,5,41,55,53,75,40,52,46,haunted_hotel,73,23,28,8,1,57,0.5507
4286,51,male,178,78,6,6,4,6,2,5,6,5,4,3,21,42,44,23,62,41,41,36,0,0,1,0,0,0,1,6,1,7,1,4,44,82,2,12,75,40,58,neutral,6,66,3,13,1,85,0.7371
4287,35,female,169,77,3,3,4,4,6,5,6,7,6,6,33,43,41,30,78,50,29,42,1,57,0,0,1,4,0,0,0,0,0,1,30,72,19,25,54,53,48,resource_rich,3,67,8,20,0,8,0.1617
4288,36,male,171,58,3,3,6,6,6,5,4,6,3,4,21,35,16,19,48,58,32,54,0,0,1,1,1,5,1,7,0,0,0,4,27,57,39,28,65,24,65,liminal_office,24,58,20,18,1,80,0.8328
4289,34,male,179,68,3,4,3,6,4,6,6,4,5,5,41,44,46,54,47,39,48,60,1,25,0,1,0,0,0,0,1,2,0,3,48,50,31,35,10,61,61,mechanical_noise,26,55,45,11,0,2,0.0512
4290,36,female,156,79,6,5,6,7,6,5,6,5,6,6,69,44,57,44,33,46,36,49,1,49,1,0,0,0,0,0,0,0,0,6,91,31,60,68,25,83,10,darkness,67,35,25,10,1,168,0.6706
4291,61,female,171,68,5,7,6,6,6,3,8,7,5,7,65,51,56,61,37,48,42,36,1,32,1,0,0,0,0,0,0,0,0,6,59,19,69,71,14,56,41,darkness,76,19,29,5,0,2,0.0481
4292,34,female,169,75,6,6,6,5,4,8,4,9,6,5,40,50,67,56,64,54,69,44,1,57,0,0,1,1,0,0,1,1,0,0,63,59,26,36,9,51,57,darkness,44,60,24,17,0,2,0.0512
4293,40,male,179,105,5,6,6,3,7,5,4,6,1,7,38,35,46,34,51,60,42,43,0,0,0,0,0,0,1,5,0,0,0,4,24,81,17,17,51,36,40,resource_rich,15,82,17,15,0,7,0.1877
4294,43,male,179,83,7,6,5,3,7,5,3,4,6,4,17,42,26,42,62,61,42,57,1,61,1,0,0,0,0,0,1,9,0,4,20,69,20,25,79,26,60,resource_rich,27,55,14,15,1,130,0.7918
4295,32,female,156,72,5,6,6,5,4,6,6,6,6,4,41,49,55,44,52,48,34,42,0,0,1,0,0,0,0,0,0,0,0,3,64,49,42,51,46,55,56,darkness,37,36,22,15,1,97,0.4563
4296,16,female,159,65,5,4,4,3,3,8,4,5,4,5,52,56,33,53,52,36,47,45,0,0,0,0,1,4,1,6,1,6,1,5,58,58,44,50,44,52,43,darkness,65,34,18,9,0,4,0.0485
4297,31,male,178,97,6,7,6,7,5,4,6,5,4,6,27,46,46,47,46,46,37,63,1,43,0,0,0,0,1,6,0,0,1,4,28,64,30,26,54,38,69,neutral,26,51,25,11,0,7,0.1847
4298,48,male,183,69,1,4,7,4,4,6,4,4,4,5,38,60,77,50,56,52,39,64,1,32,1,1,1,2,1,6,1,3,0,0,61,51,38,43,34,57,44,neutral,47,44,28,11,1,72,0.4569
4299,41,male,180,77,3,5,5,7,1,5,4,5,6,3,49,54,51,53,50,43,37,45,1,59,1,1,0,0,0,0,1,8,1,8,78,42,39,48,36,80,35,cave_isolation,46,48,33,12,0,16,0.1058
4300,24,female,162,75,0,4,7,5,3,5,2,6,3,5,54,49,39,63,47,42,24,61,1,71,0,1,1,1,0,0,1,3,1,7,72,58,50,42,38,63,51,neutral,55,27,44,8,1,145,0.6735
4301,29,female,163,59,3,4,5,4,5,4,4,6,1,4,36,41,30,36,51,60,35,40,1,36,1,1,1,3,0,0,1,9,0,4,18,49,22,27,73,12,89,liminal_office,30,60,15,19,0,7,0.2093
4302,41,male,174,69,6,7,3,5,5,7,5,4,6,7,58,43,43,35,43,49,45,46,0,0,0,0,1,4,0,0,0,0,1,end,78,59,62,58,49,55,28,trap_exit,63,44,37,6,1,56,0.4309
4303,28,other,156,77,7,5,7,3,7,8,4,5,7,2,38,57,57,60,64,62,41,40,0,0,0,0,1,3,0,0,0,0,0,7,48,49,49,54,46,31,50,flooding,32,63,32,12,0,3,0.0681
4304,50,female,150,58,0,5,5,5,5,7,5,5,2,4,39,35,40,36,52,53,39,28,1,51,1,0,0,0,0,0,0,0,0,0,29,54,32,51,26,50,47,cave_isolation,47,47,32,12,1,168,0.6028
4305,24,male,178,97,7,3,4,6,4,5,7,6,1,6,56,51,44,61,36,39,26,37,0,0,0,0,1,1,0,0,1,6,0,2,49,56,65,76,42,50,49,neutral,63,27,43,6,0,2,0.0609
4306,24,male,173,73,2,6,6,7,7,3,5,7,7,1,51,41,49,49,51,57,44,42,0,0,1,0,1,1,0,0,1,2,0,8,77,36,60,71,33,100,24,cave_isolation,69,26,20,3,1,53,0.3388
4307,40,female,162,71,4,4,5,2,1,4,4,4,8,1,31,47,43,45,63,41,19,53,0,0,1,0,1,1,0,0,1,5,0,1,8,47,6,23,51,33,68,liminal_office,27,58,22,15,1,168,0.6592
4308,28,male,152,81,4,6,6,6,4,5,5,7,4,8,39,37,61,71,48,53,40,34,0,0,1,0,0,0,1,2,1,7,0,7,97,36,62,72,17,64,32,flooding,58,26,26,8,0,3,0.048
4309,31,female,160,60,5,6,4,6,6,6,5,3,5,5,46,54,77,60,55,57,20,37,0,0,0,0,0,0,1,7,0,0,1,3,68,35,66,65,21,61,33,darkness,52,33,32,9,1,73,0.6257
4310,25,male,169,80,5,7,6,8,3,3,5,6,4,4,40,45,67,72,53,39,31,43,0,0,1,0,0,0,1,3,0,0,1,7,51,58,62,38,23,51,72,resource_rich,39,40,35,10,0,2,0.0428
4311,17,male,172,77,2,5,4,8,8,3,4,5,7,2,45,46,61,38,49,61,41,36,0,0,0,1,0,0,0,0,0,0,0,6,47,17,47,40,35,61,58,neutral,37,40,33,11,0,3,0.0531
4312,30,female,164,66,3,7,6,7,5,5,6,4,3,6,43,34,28,28,53,58,43,70,1,71,0,0,0,0,0,0,1,8,0,0,73,65,45,56,43,67,26,darkness,64,47,21,13,1,108,0.6827
4313,28,female,167,70,4,5,5,7,6,5,5,4,3,3,49,34,49,26,44,75,59,34,1,55,1,1,1,1,0,0,0,0,0,0,51,64,47,44,57,72,53,trap_exit,57,26,33,9,0,2,0.064
4314,23,male,183,88,6,4,5,3,5,4,3,4,4,4,60,39,48,24,36,57,40,84,0,0,1,0,1,1,1,5,1,4,0,5,57,59,40,39,71,67,46,haunted_hotel,63,52,27,10,0,10,0.1513
4315,35,male,169,66,2,4,5,5,6,8,6,6,5,4,39,40,57,44,56,60,63,45,1,45,1,1,0,0,0,0,1,6,0,3,49,50,70,72,46,55,35,mechanical_noise,69,23,40,4,0,4,0.0569
4316,23,male,178,103,5,5,4,6,4,3,6,4,5,6,84,53,61,64,24,37,45,60,1,30,1,0,1,3,1,6,1,5,0,2,100,34,86,88,13,74,48,darkness,78,19,29,3,1,35,0.5725
4317,35,male,177,76,6,3,7,5,4,2,2,5,2,5,41,32,39,42,51,57,42,34,1,61,0,0,0,0,1,7,1,7,0,0,30,66,32,40,35,57,36,darkness,31,44,43,11,0,21,0.1547
4318,40,female,160,63,6,6,3,4,6,4,7,6,4,7,72,48,46,58,28,46,30,56,0,0,1,1,1,4,0,0,1,8,0,end,70,46,56,61,41,60,45,trap_exit,55,32,27,8,1,111,0.5477
4319,12,male,175,59,4,5,3,2,7,4,4,4,5,10,46,67,65,75,56,48,37,39,1,54,0,1,1,5,1,6,0,0,0,2,54,46,41,38,45,51,60,neutral,47,50,37,8,1,80,0.6439
4320,44,male,166,89,0,3,6,5,4,0,5,7,5,5,59,46,44,46,45,45,11,41,1,76,0,0,1,3,0,0,1,5,0,2,55,44,45,69,33,95,19,neutral,58,9,26,9,0,3,0.0466
4321,23,female,179,82,8,1,4,3,3,5,4,5,5,9,64,64,71,57,38,45,43,49,1,70,1,1,0,0,1,3,0,0,0,8,98,68,48,62,29,68,39,cave_isolation,50,33,29,8,0,2,0.0473
4322,24,female,159,59,3,6,5,6,5,2,3,4,5,6,45,55,51,50,47,42,24,64,0,0,1,0,0,0,1,3,1,4,1,5,41,45,44,47,43,39,45,haunted_hotel,64,33,36,10,0,5,0.1414
4323,40,female,162,95,5,5,6,6,2,3,5,5,6,4,25,26,45,14,62,45,45,83,1,49,0,1,0,0,0,0,1,3,1,4,11,64,23,32,64,12,64,liminal_office,33,43,18,14,1,123,0.7906
4324,30,male,161,75,4,6,6,7,6,7,5,6,4,8,53,50,70,53,65,42,44,38,1,31,0,0,0,0,1,5,0,0,0,2,53,53,57,59,23,50,34,darkness,67,46,18,12,0,2,0.0619
4325,26,female,170,83,7,5,7,3,4,5,4,5,6,4,35,49,66,60,51,57,38,57,0,0,0,1,1,1,1,6,1,5,0,3,37,41,42,33,15,47,47,neutral,40,57,15,13,0,4,0.0457
4326,26,female,157,65,6,5,4,4,10,8,5,3,3,9,25,54,20,24,51,71,36,54,1,34,1,1,1,5,0,0,0,0,1,4,18,90,0,16,81,49,43,resource_rich,27,68,15,17,0,23,0.1701
4327,53,female,168,65,5,2,6,4,3,2,1,5,3,6,50,39,64,49,32,36,51,48,1,41,0,0,1,1,1,7,0,0,0,5,71,47,53,51,47,57,28,haunted_hotel,56,43,29,8,0,4,0.0381
4328,17,female,172,50,4,5,7,5,4,4,5,7,8,6,21,29,27,30,74,66,51,43,1,52,0,1,0,0,1,5,1,10,0,4,50,56,20,11,80,25,63,neutral,29,68,5,14,1,99,0.8227
4329,22,female,165,70,5,4,4,5,6,7,5,2,5,5,51,46,42,44,43,53,48,57,1,55,0,0,0,0,0,0,1,7,1,5,30,55,40,36,55,29,43,haunted_hotel,56,47,34,7,1,73,0.4761
4330,27,male,172,65,5,6,4,5,8,7,6,4,6,6,45,51,57,65,59,55,46,55,0,0,0,1,0,0,0,0,0,0,0,7,67,47,35,64,28,71,33,darkness,60,53,20,10,0,1,0.0641
4331,25,female,161,52,8,5,4,4,4,3,4,6,4,4,57,56,59,65,26,54,31,61,1,40,0,1,1,2,0,0,0,0,0,6,60,30,44,57,1,45,47,darkness,43,47,29,11,0,1,0.0375
4332,25,female,154,56,4,5,6,6,7,3,6,8,2,2,40,34,49,62,36,56,33,59,0,0,0,1,1,1,1,1,0,0,1,7,87,46,58,44,18,81,21,flooding,61,36,15,12,0,2,0.0476
4333,18,male,177,79,6,6,4,4,6,10,2,5,6,3,62,52,59,62,45,47,50,52,0,0,1,1,1,1,1,6,0,0,1,end,67,55,57,69,39,57,39,cave_isolation,59,51,34,9,1,83,0.5701
4334,36,male,175,79,7,4,4,6,6,5,7,4,4,5,59,51,53,45,40,53,44,50,1,67,1,0,0,0,1,3,0,0,0,3,66,54,50,63,35,66,44,mechanical_noise,53,42,31,15,0,3,0.0496
