character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
4926,80,male,172,49,4,4,3,4,5,4,4,4,3,5,63,63,30,41,21,36,34,32,1,74,0,1,1,2,1,3,0,0,0,end,47,49,34,39,96,35,55,trap_exit,42,26,37,5,0,6,0.1263
4927,46,female,172,64,4,5,5,5,3,5,4,4,5,5,64,64,54,51,34,42,43,46,0,0,1,1,0,0,1,3,1,8,0,6,43,11,37,46,48,53,42,darkness,32,36,27,12,1,30,0.1152
4928,40,female,173,62,4,5,5,5,5,5,6,6,5,8,75,70,57,92,60,41,57,59,1,59,1,0,1,3,0,0,0,0,1,0,62,18,83,74,14,52,62,neutral,68,12,41,7,0,12,0.1972
4929,67,female,182,56,3,7,5,4,8,7,5,5,10,3,62,77,56,39,83,72,72,59,1,51,1,1,0,0,1,4,1,1,0,8,60,25,84,87,54,36,12,cave_isolation,78,20,39,4,1,24,0.4894
4930,79,female,168,92,2,5,4,4,7,4,4,4,6,3,68,56,58,44,52,59,43,45,1,45,0,0,1,4,1,9,0,0,1,3,36,53,76,74,55,11,7,mechanical_noise,69,20,66,18,1,42,0.2738
4931,43,male,187,69,4,4,4,4,3,5,3,3,2,4,79,44,42,53,29,32,25,32,0,0,0,0,0,0,0,0,0,0,0,2,46,46,64,64,47,69,46,neutral,45,26,45,11,0,11,0.1808
4932,21,female,187,49,5,5,4,4,5,6,5,5,4,6,54,84,74,79,47,54,47,43,0,0,0,0,0,0,0,0,0,0,0,2,82,26,38,39,16,69,34,neutral,45,43,19,12,0,6,0.1488
4933,68,male,173,57,6,5,8,4,3,5,6,8,6,5,47,38,32,18,63,46,56,63,1,68,0,1,1,2,1,1,1,5,1,1,39,48,51,50,72,35,87,neutral,50,22,30,22,1,80,0.6189
4934,65,female,168,80,2,5,3,4,6,5,4,3,3,5,49,48,52,42,31,36,16,35,1,61,1,1,1,2,1,7,1,10,0,1,45,74,13,12,59,37,13,neutral,21,50,19,16,1,78,0.6033
4935,12,female,169,75,3,4,5,5,6,4,5,6,4,3,68,79,61,76,33,47,46,41,1,76,1,1,1,5,0,0,1,10,0,2,62,60,79,75,31,31,26,neutral,73,1,49,19,1,53,0.4222
4936,53,female,170,94,5,5,4,6,5,5,6,2,2,9,61,47,38,53,29,35,47,46,1,57,1,1,0,0,1,6,0,0,0,2,22,60,41,37,38,29,9,neutral,36,44,32,24,1,111,0.5842
4937,50,female,166,45,6,7,5,6,8,7,7,5,4,7,54,42,16,23,54,54,52,49,1,80,1,1,0,0,0,0,1,2,1,1,31,38,56,51,65,30,45,neutral,38,17,22,9,1,85,0.7158
4938,36,female,160,74,4,6,5,5,4,4,5,6,5,8,60,52,64,54,65,49,51,57,0,0,1,1,0,0,0,0,0,0,1,7,66,31,48,50,37,79,28,flooding,64,21,22,10,0,3,0.134
4939,36,female,167,69,4,4,6,3,5,5,4,6,9,9,37,42,29,23,87,68,58,55,1,53,0,1,1,2,1,5,0,0,0,end,51,41,42,56,85,42,18,trap_exit,59,23,30,17,1,67,0.2064
4940,34,female,166,85,5,7,5,5,7,6,6,5,6,3,20,31,17,20,68,73,52,62,1,29,0,1,0,0,1,3,1,1,1,4,36,85,5,5,87,41,79,liminal_office,14,61,7,4,1,85,0.6743
4941,62,other,159,64,3,5,3,4,6,6,5,4,3,5,61,61,55,43,45,41,53,39,0,0,0,0,0,0,0,0,0,0,0,5,64,45,51,51,40,63,38,haunted_hotel,56,26,50,14,0,0,0.124
4942,48,male,159,57,8,4,7,7,2,4,5,6,4,3,30,49,71,73,46,45,56,59,0,0,1,0,0,0,0,0,0,0,0,7,36,21,22,12,24,40,33,flooding,24,55,15,12,1,64,0.2824
4943,63,male,162,73,2,3,3,4,4,4,3,4,6,4,50,55,42,47,61,49,44,54,1,55,0,1,0,0,1,5,0,0,0,8,61,46,52,49,49,83,38,cave_isolation,38,34,34,22,0,4,0.3337
4944,20,female,178,85,6,5,5,6,5,7,7,6,3,1,81,71,62,70,45,54,51,55,0,0,1,0,0,0,0,0,0,0,0,7,66,27,85,73,25,50,43,flooding,73,10,47,2,0,0,0.1107
4945,67,male,155,67,3,3,4,4,2,4,3,4,7,3,27,40,35,16,55,47,34,45,1,71,0,1,1,1,0,0,0,0,1,4,32,9,23,15,78,29,89,liminal_office,14,54,6,21,1,87,0.6429
4946,66,female,177,77,6,6,6,5,6,6,5,5,4,4,70,76,79,69,37,34,53,53,0,0,0,0,0,0,0,0,0,0,0,5,48,35,85,75,15,38,25,haunted_hotel,58,14,52,19,0,9,0.1133
4947,55,female,159,81,3,5,4,5,6,7,6,3,3,7,87,100,75,77,33,32,31,39,0,0,1,1,1,2,1,7,0,0,1,3,70,44,95,81,12,65,12,mechanical_noise,72,5,63,8,0,4,0.1056
4948,26,female,163,72,5,4,5,5,3,3,4,5,5,4,61,72,77,64,39,45,38,60,0,0,0,1,0,0,1,6,0,0,0,0,48,71,58,48,9,46,51,neutral,51,20,39,18,0,0,0.0669
4949,18,female,170,71,3,6,5,6,7,7,7,6,7,4,72,62,65,64,72,57,53,55,0,0,0,0,0,0,0,0,0,0,1,2,43,24,72,72,22,63,71,neutral,45,0,41,22,0,3,0.1421
4950,63,male,148,68,4,5,4,3,8,6,5,4,5,9,64,35,56,20,63,62,47,43,0,0,0,0,1,1,1,9,0,0,1,8,29,20,40,38,54,51,23,cave_isolation,23,24,34,20,1,54,0.5017
4951,19,female,171,66,6,7,7,7,7,6,7,6,8,4,69,59,46,73,63,74,63,69,0,0,0,0,0,0,0,0,1,10,0,0,47,77,73,70,19,55,58,neutral,57,8,52,11,0,4,0.2817
4952,64,female,158,76,6,6,5,4,3,5,6,4,4,8,86,81,54,58,38,20,51,46,0,0,1,1,1,2,0,0,0,0,0,8,92,52,87,83,45,85,34,cave_isolation,74,7,45,8,0,9,0.1017
4953,41,male,157,95,3,7,7,4,8,6,5,5,6,7,14,70,83,67,80,73,60,63,1,79,0,1,1,1,0,0,0,0,0,3,71,24,10,19,25,61,34,mechanical_noise,20,73,23,12,1,68,0.6552
4954,76,male,145,56,3,3,4,1,3,5,2,5,5,9,52,50,49,48,59,53,46,34,1,68,0,0,1,4,0,0,0,0,0,2,20,36,50,41,34,43,27,neutral,26,40,44,21,0,6,0.5757
4955,25,female,181,90,2,6,5,4,7,4,5,6,6,3,48,68,66,68,79,65,60,55,0,0,1,1,1,4,0,0,0,0,0,3,54,53,40,40,30,38,34,mechanical_noise,27,38,34,20,0,7,0.4461
4956,30,female,158,77,7,9,6,7,7,5,8,6,4,9,55,51,36,27,60,50,60,59,1,45,0,1,0,0,1,10,0,0,1,end,40,70,57,50,86,19,31,trap_exit,28,49,33,21,1,43,0.2851
4957,59,female,164,76,3,5,3,3,5,5,5,3,3,8,38,87,72,72,49,36,42,34,0,0,0,0,0,0,0,0,0,0,0,0,27,55,31,31,31,15,54,neutral,26,58,11,11,0,4,0.153
4958,16,female,170,73,1,2,2,4,3,3,3,2,2,2,46,57,38,39,27,35,21,18,1,88,0,1,1,1,1,5,1,6,0,8,44,40,38,42,66,31,42,cave_isolation,36,42,24,10,0,3,0.3238
4959,18,female,171,57,6,4,6,6,5,5,6,4,4,4,37,67,55,65,44,62,54,47,0,0,1,0,0,0,0,0,0,0,0,0,63,46,37,24,23,72,27,neutral,33,40,18,18,1,70,0.2516
4960,32,other,164,81,3,2,5,5,2,2,5,5,4,4,30,33,6,10,54,44,39,53,1,60,0,1,0,0,1,1,1,2,1,1,28,78,33,21,84,47,50,neutral,21,41,13,14,1,62,0.6006
4961,41,male,191,90,1,4,4,3,5,5,5,4,4,0,56,70,68,72,41,40,26,33,0,0,0,0,0,0,1,7,0,0,0,5,7,80,56,61,0,25,36,haunted_hotel,33,18,43,2,0,5,0.1529
4962,80,male,168,74,2,5,3,2,8,6,2,3,5,5,60,78,72,71,58,55,50,36,0,0,1,0,0,0,0,0,0,0,0,8,54,40,55,50,16,40,39,cave_isolation,43,36,36,9,1,40,0.1232
4963,65,male,167,73,2,3,4,4,3,2,4,5,6,7,41,48,58,61,63,44,43,44,0,0,0,0,1,5,1,7,1,2,0,4,17,76,23,25,39,28,22,liminal_office,22,46,26,8,1,62,0.573
4964,55,male,162,71,5,5,7,6,5,5,6,7,8,2,61,100,92,78,64,64,52,56,0,0,0,1,0,0,0,0,0,0,0,5,69,82,61,65,9,74,18,haunted_hotel,54,32,35,23,0,1,0.1176
4965,58,female,169,55,4,4,3,4,5,4,2,3,4,8,84,70,57,77,46,29,44,28,0,0,1,1,0,0,0,0,1,4,0,5,56,72,65,54,27,65,37,haunted_hotel,57,23,47,21,0,4,0.0646
4966,60,female,161,42,5,9,8,6,7,5,6,6,5,3,46,42,45,39,59,65,61,62,1,44,1,1,0,0,1,9,1,7,0,4,14,79,37,25,43,19,40,liminal_office,19,47,28,2,1,97,0.7635
4967,58,female,186,97,6,3,6,5,4,3,4,6,8,7,26,68,38,61,75,71,61,55,1,64,0,1,0,0,1,1,1,6,1,6,73,2,19,20,52,80,53,darkness,21,66,16,10,1,73,0.5993
4968,32,male,166,71,6,6,5,6,5,5,7,4,5,5,41,44,22,40,35,41,45,51,0,0,0,0,0,0,0,0,1,3,0,4,16,64,12,15,63,15,51,liminal_office,9,66,19,17,1,89,0.5457
4969,31,male,171,59,3,4,4,2,6,5,2,4,6,3,54,40,48,35,68,65,40,44,1,60,0,0,0,0,1,6,0,0,0,2,35,31,68,67,57,32,54,neutral,49,12,33,1,1,39,0.4174
4970,56,female,160,62,5,5,6,6,5,7,5,6,8,1,71,81,73,73,76,68,56,59,0,0,1,0,1,1,0,0,0,0,0,2,24,31,85,81,28,15,0,neutral,71,14,41,5,0,5,0.1496
4971,70,male,179,77,2,4,3,2,6,5,5,4,7,9,44,67,73,66,65,63,50,42,0,0,0,0,1,5,0,0,1,10,1,end,28,6,20,19,57,26,47,trap_exit,14,52,0,16,0,0,0.1053
4972,40,male,196,61,5,4,5,5,3,3,4,7,6,6,36,77,69,65,61,58,46,58,0,0,1,0,1,2,0,0,0,0,1,2,66,53,45,34,38,41,17,neutral,49,44,27,19,0,0,0.2648
4973,38,female,189,95,1,5,3,3,8,7,4,2,6,4,44,73,85,92,43,68,45,38,0,0,0,1,0,0,1,3,0,0,0,8,54,12,41,43,8,63,21,cave_isolation,41,40,23,17,0,0,0.159
4974,65,male,171,88,6,8,7,6,8,7,6,7,6,6,59,94,59,74,75,66,87,66,0,0,1,0,0,0,0,0,0,0,0,7,59,26,65,55,34,33,43,flooding,53,21,26,0,0,3,0.1467
4975,21,female,170,50,3,3,4,4,4,3,3,3,4,7,69,56,29,33,37,36,38,32,1,92,0,0,0,0,1,2,1,8,0,0,25,35,52,54,66,18,22,neutral,59,28,45,24,1,59,0.3421
4976,39,male,186,81,3,4,3,3,4,5,2,3,3,1,50,76,69,51,29,38,30,33,0,0,0,1,1,2,0,0,0,0,0,2,68,15,28,27,41,70,21,neutral,28,50,15,12,0,0,0.0354
4977,60,other,164,75,0,6,2,4,7,7,4,2,2,1,51,65,91,70,19,39,24,28,0,0,1,1,1,3,0,0,0,0,0,8,65,22,38,35,22,85,30,cave_isolation,39,37,31,19,0,4,0.169
4978,62,male,188,70,3,5,4,2,6,6,4,1,4,10,29,58,63,56,42,54,40,35,0,0,0,0,0,0,1,10,1,3,0,1,40,49,14,23,33,23,50,neutral,12,57,21,14,1,70,0.4568
4979,48,male,157,75,3,4,5,4,4,4,5,4,4,6,86,82,67,52,44,40,43,43,0,0,0,0,1,4,0,0,0,0,0,5,74,90,87,86,42,58,53,haunted_hotel,81,17,46,0,1,59,0.1253
4980,72,female,166,40,3,3,3,2,5,5,2,3,3,8,45,66,54,75,42,45,30,26,0,0,1,0,0,0,0,0,0,0,0,7,42,22,43,46,32,55,32,flooding,36,47,22,21,0,1,0.1032
4981,46,male,165,60,3,6,5,4,7,4,5,4,4,4,73,57,51,55,45,41,42,46,1,81,0,0,1,5,0,0,0,0,1,0,69,63,71,68,37,85,22,neutral,58,17,38,4,1,90,0.3276
4982,48,female,173,56,6,4,5,4,4,4,5,6,6,8,42,43,51,24,71,60,59,55,0,0,0,1,1,5,1,2,0,0,0,0,22,64,43,25,46,9,45,neutral,35,37,24,18,0,8,0.6524
4983,65,male,189,36,6,5,5,4,6,6,5,5,7,6,62,72,25,50,58,59,58,54,0,0,1,1,1,2,1,3,1,3,0,5,64,46,57,56,71,69,28,haunted_hotel,54,28,37,20,0,6,0.2697
4984,21,female,185,98,2,2,4,3,2,1,3,4,6,1,55,74,67,67,60,46,24,37,0,0,0,0,0,0,0,0,0,0,0,end,50,82,43,41,49,43,56,trap_exit,43,38,28,3,0,4,0.0509
4985,38,male,186,55,2,4,5,2,7,6,4,6,8,9,15,63,55,57,76,79,62,53,0,0,0,1,1,3,1,9,0,0,0,1,17,32,13,15,48,34,25,neutral,12,48,3,7,1,66,0.6273
4986,69,male,184,48,4,5,5,5,5,6,5,5,5,8,70,76,65,58,53,49,58,51,1,53,1,0,0,0,0,0,0,0,0,3,56,36,81,78,25,31,36,mechanical_noise,69,19,68,4,0,2,0.134
4987,16,female,171,51,5,4,6,7,3,6,6,7,5,1,56,56,66,65,42,39,41,50,0,0,0,1,1,4,1,6,0,0,1,2,37,28,31,34,33,38,59,neutral,26,49,27,16,0,9,0.3691
4988,62,female,154,93,1,4,2,2,7,6,2,3,4,10,38,66,59,77,33,42,50,22,1,44,1,1,0,0,0,0,0,0,1,3,23,33,30,29,36,20,54,mechanical_noise,25,41,45,0,1,74,0.649
4989,58,male,185,60,5,3,6,5,1,2,4,4,2,3,72,60,50,72,14,11,34,42,0,0,0,1,0,0,1,8,0,0,0,8,60,42,34,40,14,50,23,cave_isolation,45,37,40,7,0,0,0.0975
4990,65,male,172,104,4,7,4,5,7,7,6,4,3,6,67,87,60,58,40,53,47,46,0,0,1,1,0,0,1,4,0,0,1,3,62,25,76,80,52,45,39,mechanical_noise,75,23,79,5,0,5,0.1447
4991,43,male,196,76,4,4,4,5,1,4,4,3,2,2,73,55,66,40,24,33,33,30,0,0,1,1,0,0,1,5,0,0,0,7,59,2,77,63,16,77,30,flooding,54,17,39,14,0,8,0.1247
4992,60,female,167,55,5,6,5,5,5,6,5,6,5,1,92,70,43,78,35,41,36,44,1,41,1,1,0,0,0,0,1,1,1,2,79,57,96,90,35,67,37,neutral,84,8,46,14,0,0,0.1099
4993,75,male,166,47,3,6,4,4,7,6,4,4,6,4,64,80,68,69,78,61,53,45,0,0,0,0,1,1,0,0,0,0,0,5,40,59,76,63,32,51,15,haunted_hotel,51,5,36,4,1,105,0.1665
4994,56,male,163,35,3,3,1,3,3,5,3,3,1,1,50,92,61,78,13,28,26,23,0,0,1,0,0,0,1,10,1,1,1,3,100,25,41,28,40,83,24,mechanical_noise,41,49,48,8,0,2,0.1035
4995,29,female,191,44,5,6,5,5,5,5,5,5,6,2,44,53,59,52,47,61,55,46,1,47,0,0,0,0,0,0,0,0,0,2,19,42,27,30,31,22,20,neutral,24,28,36,9,1,83,0.4416
4996,58,female,167,96,2,3,5,2,4,6,3,4,8,10,51,72,65,57,74,67,62,44,0,0,0,0,1,2,1,4,0,0,0,8,47,28,50,47,41,64,32,cave_isolation,37,18,33,23,0,4,0.1595
4997,67,female,180,95,3,6,4,3,8,6,4,5,9,7,8,54,60,37,75,82,63,48,0,0,1,1,1,2,0,0,1,5,1,8,14,36,0,4,40,19,36,cave_isolation,0,65,1,18,0,13,0.5957
4998,48,male,162,60,6,6,7,6,4,4,5,7,8,6,24,61,60,93,69,70,70,71,1,77,0,0,0,0,0,0,1,7,0,4,25,47,22,15,15,16,70,liminal_office,15,44,18,16,1,60,0.6244
4999,40,female,187,61,4,8,7,6,7,6,6,8,8,1,11,29,31,40,81,78,76,75,0,0,1,0,1,4,0,0,0,0,0,4,18,84,15,16,69,25,85,liminal_office,13,50,19,1,1,74,0.7161
5000,15,female,191,71,3,5,5,2,5,4,3,4,4,5,60,65,24,51,51,44,34,42,0,0,0,0,0,0,0,0,0,0,0,5,44,38,55,46,59,48,20,haunted_hotel,53,36,30,6,0,9,0.0972
5001,55,female,172,58,3,3,2,3,3,4,3,1,3,3,43,34,39,34,38,37,22,19,1,84,0,0,0,0,1,6,0,0,0,4,24,67,29,35,68,31,54,liminal_office,24,33,28,4,1,70,0.4192
5002,79,female,162,79,3,5,3,2,6,6,3,3,6,5,46,77,81,74,57,66,42,36,0,0,0,1,1,1,1,7,1,2,1,7,70,41,70,70,26,89,44,flooding,50,10,34,6,0,2,0.1176
5003,12,male,156,68,6,6,5,5,5,5,5,6,6,5,33,31,28,26,58,56,50,54,1,57,0,0,0,0,0,0,0,0,0,1,26,49,32,25,91,30,59,neutral,20,44,10,16,1,59,0.658
5004,47,female,171,39,2,3,2,3,2,4,3,2,3,2,58,85,75,82,26,30,39,27,0,0,0,0,0,0,0,0,1,4,0,3,43,60,51,43,9,34,20,mechanical_noise,39,22,36,11,1,50,0.0721
5005,51,male,163,75,3,3,2,4,3,4,3,3,2,5,75,69,67,65,31,25,47,21,1,70,0,0,0,0,0,0,0,0,0,8,38,37,71,57,36,15,23,cave_isolation,57,15,42,8,1,62,0.0722
5006,35,male,161,61,4,4,4,4,3,4,4,5,6,5,39,84,67,57,61,49,50,55,1,47,1,0,1,2,0,0,0,0,0,8,96,20,38,27,34,89,41,cave_isolation,31,55,19,16,1,52,0.1958
5007,23,female,171,61,5,6,7,6,7,6,7,7,9,9,27,56,41,57,74,81,85,70,0,0,0,0,0,0,0,0,0,0,0,5,36,67,56,39,27,63,53,haunted_hotel,31,35,22,15,1,57,0.5553
5008,73,female,204,73,2,6,5,5,7,5,5,6,8,0,23,45,66,61,62,77,64,53,0,0,0,0,1,5,0,0,1,8,0,4,11,94,25,17,31,16,58,liminal_office,18,46,8,8,1,39,0.6802
5009,80,female,185,94,4,5,4,5,5,7,6,3,4,6,96,84,75,79,35,31,36,28,0,0,1,1,1,5,0,0,0,0,0,2,60,16,87,86,24,32,54,neutral,87,8,60,21,1,45,0.0809
5010,65,female,169,92,1,5,4,5,5,4,4,4,4,1,75,60,40,39,35,39,43,39,0,0,0,1,1,4,1,6,0,0,0,8,50,57,82,71,37,85,49,cave_isolation,67,5,32,20,0,6,0.1165
5011,49,male,177,83,5,5,6,5,9,7,7,5,8,6,28,43,14,1,75,80,72,65,1,63,0,1,0,0,1,4,1,3,0,4,18,63,43,30,84,7,19,liminal_office,27,39,21,15,1,63,0.6762
5012,31,female,169,67,4,5,7,6,4,4,6,6,8,2,35,78,67,65,72,51,63,73,1,30,0,0,1,1,1,4,1,9,0,2,68,59,43,49,36,67,58,neutral,48,40,30,13,1,57,0.4094
5013,53,male,160,61,4,5,4,3,4,4,5,4,5,3,43,61,54,59,39,40,35,36,1,37,1,1,0,0,0,0,0,0,1,3,59,60,28,33,44,39,61,mechanical_noise,43,45,42,7,1,70,0.4082
5014,63,female,158,84,6,6,4,6,6,5,7,4,4,5,58,9,9,9,37,37,33,30,0,0,0,0,1,4,0,0,0,0,1,end,37,81,24,26,100,50,21,trap_exit,17,52,20,21,1,80,0.1818
5015,22,female,171,60,4,6,6,5,7,5,6,5,6,7,55,53,50,46,79,69,64,64,0,0,0,0,1,4,0,0,1,9,0,0,40,57,59,53,44,59,47,neutral,45,43,29,14,1,51,0.545
5016,60,male,184,76,7,5,6,7,4,6,6,6,4,6,47,57,56,49,56,39,47,49,1,48,1,0,0,0,0,0,1,6,0,1,45,46,36,31,27,35,46,neutral,36,42,13,15,1,83,0.5538
5017,67,female,165,41,1,2,3,3,2,3,2,3,4,6,56,87,81,69,32,21,37,22,0,0,0,1,0,0,1,1,1,10,0,8,84,33,56,51,45,63,42,cave_isolation,61,35,27,9,0,1,0.1124
5018,46,other,172,76,7,6,6,8,5,7,7,5,3,4,36,57,43,65,32,53,53,64,1,92,1,1,1,2,0,0,0,0,1,3,72,41,42,40,8,80,62,mechanical_noise,27,29,30,4,0,10,0.6604
5019,29,male,171,63,3,4,5,5,2,3,5,5,6,5,73,78,74,67,48,30,33,41,0,0,0,1,0,0,0,0,0,0,1,5,88,37,99,86,20,89,44,haunted_hotel,77,0,64,3,0,3,0.0355
5020,56,female,180,70,5,5,4,5,5,4,3,4,4,8,58,72,54,22,47,38,53,42,1,48,0,1,1,1,0,0,1,8,1,end,47,71,71,62,92,25,62,trap_exit,54,25,29,11,0,0,0.1048
5021,58,male,189,78,2,3,4,3,2,4,3,4,5,6,44,66,68,62,54,42,49,38,0,0,1,1,0,0,1,3,0,0,0,0,29,38,26,32,22,17,25,neutral,23,36,16,23,0,6,0.1083
5022,33,male,165,63,6,6,6,6,3,6,7,5,4,0,64,74,71,71,35,34,47,52,1,51,0,0,0,0,0,0,0,0,0,end,54,26,60,56,38,27,42,trap_exit,54,25,41,21,0,0,0.0125
5023,60,male,180,90,4,1,3,2,2,2,2,3,3,8,52,68,70,53,40,28,30,25,0,0,1,1,0,0,0,0,1,8,1,3,86,48,13,29,38,69,21,mechanical_noise,54,61,46,15,0,7,0.1341
5024,25,male,169,49,4,2,4,3,0,2,3,4,4,4,68,65,65,51,24,28,35,40,1,85,1,1,0,0,1,5,1,2,0,3,45,59,66,61,47,48,29,mechanical_noise,46,27,58,6,0,4,0.1269
5025,61,other,169,57,3,4,4,4,5,4,4,4,5,1,35,56,50,52,40,55,46,40,1,54,1,1,1,3,0,0,1,4,0,6,61,0,38,24,56,87,38,darkness,25,41,17,6,1,59,0.6159
5026,53,male,159,73,5,6,6,6,5,4,5,6,5,1,37,67,71,64,55,57,55,55,1,73,1,1,0,0,0,0,1,1,1,5,47,56,57,54,27,49,19,haunted_hotel,41,23,34,17,1,52,0.529
5027,39,male,164,67,5,5,4,4,4,5,6,5,4,8,50,54,70,70,47,48,44,39,0,0,1,0,0,0,0,0,1,3,1,4,49,52,31,41,26,46,47,liminal_office,35,42,18,7,0,6,0.3156
5028,77,female,167,83,3,5,5,5,5,5,5,5,7,1,50,83,77,77,64,54,52,57,0,0,1,1,0,0,0,0,0,0,0,0,95,40,52,53,23,99,42,neutral,52,40,23,20,0,0,0.0768
5029,52,female,179,81,5,4,5,4,4,3,4,5,4,9,46,56,56,48,38,48,43,48,0,0,1,0,1,2,1,4,0,0,0,4,24,85,17,23,45,21,73,liminal_office,14,49,32,19,1,36,0.5318
5030,66,female,152,82,3,5,3,4,7,6,4,4,6,0,45,56,83,52,59,64,54,53,0,0,1,1,0,0,1,10,1,7,0,4,22,46,29,22,23,26,28,liminal_office,30,53,23,13,1,29,0.4935
5031,38,male,163,68,5,9,9,8,9,10,8,7,6,3,28,63,52,54,78,76,85,83,0,0,0,0,0,0,0,0,1,3,0,8,59,21,47,40,39,40,1,cave_isolation,42,56,11,14,1,67,0.6382
5032,36,female,162,60,7,7,9,8,5,6,7,9,8,2,58,70,45,49,83,68,81,67,0,0,1,0,0,0,1,9,0,0,0,3,74,19,63,62,40,50,63,mechanical_noise,65,26,60,6,0,4,0.367
5033,48,female,195,91,3,2,4,4,2,2,3,4,3,9,71,56,50,58,43,33,41,30,1,38,1,1,0,0,1,4,1,2,0,7,47,32,86,65,32,75,37,flooding,66,1,49,13,0,5,0.1199
5034,41,female,166,55,6,5,4,5,7,7,6,4,4,8,49,81,95,100,36,43,63,44,0,0,1,0,0,0,0,0,0,0,0,3,70,20,48,46,5,86,28,mechanical_noise,46,49,40,16,0,5,0.1269
5035,50,other,174,76,3,3,3,3,4,3,4,4,6,7,55,48,43,66,61,54,47,53,1,70,0,1,0,0,1,3,0,0,1,3,37,54,68,55,37,44,30,mechanical_noise,45,13,54,13,0,4,0.2071
5036,35,female,164,73,2,5,3,3,8,6,4,4,7,1,53,76,74,59,55,59,53,36,0,0,0,0,0,0,0,0,1,2,0,0,71,58,51,36,23,73,68,neutral,40,25,34,16,0,4,0.1854
5037,64,male,186,41,5,4,6,6,2,3,5,3,3,2,80,40,30,45,19,20,27,34,0,0,1,0,1,5,0,0,0,0,0,2,66,60,70,61,58,48,42,neutral,54,11,47,10,0,3,0.2447
5038,52,female,182,61,2,4,2,2,8,6,4,2,5,7,78,94,71,78,57,45,47,29,0,0,1,0,0,0,0,0,1,1,0,6,77,0,90,81,30,64,35,darkness,63,0,54,16,0,3,0.1196
5039,44,male,157,55,6,7,5,6,5,6,5,5,4,8,80,56,69,64,41,43,45,43,0,0,1,1,0,0,0,0,0,0,1,3,41,60,56,62,18,40,58,mechanical_noise,60,26,67,11,0,4,0.1481
5040,26,male,171,72,6,8,7,7,8,8,6,7,8,7,65,78,73,86,77,77,70,67,0,0,0,0,1,1,0,0,0,0,0,8,50,15,85,78,12,45,5,cave_isolation,66,5,33,13,0,3,0.2559
5041,50,female,158,56,5,8,7,7,8,8,7,7,7,1,40,61,89,74,65,82,75,79,1,33,1,1,0,0,1,9,0,0,0,7,51,22,50,42,13,87,14,flooding,30,28,33,18,1,79,0.6507
5042,30,female,163,101,3,4,2,3,5,6,3,5,5,6,42,70,77,78,48,53,37,33,0,0,1,1,1,4,0,0,1,3,1,8,53,36,36,28,33,38,23,cave_isolation,35,45,40,23,0,5,0.1713
5043,51,male,172,55,5,6,6,4,5,4,6,6,6,1,37,68,76,67,57,58,57,52,0,0,0,0,0,0,1,8,0,0,0,0,55,74,29,38,20,77,47,neutral,33,35,24,12,0,6,0.371
5044,67,male,162,76,4,3,5,4,3,3,4,4,3,4,50,47,12,14,39,26,29,44,1,45,0,1,0,0,1,1,1,8,0,4,18,58,41,40,74,8,10,liminal_office,31,35,32,24,1,40,0.5916
5045,38,male,162,80,6,8,5,6,8,9,7,3,3,7,35,41,44,36,26,53,60,56,0,0,1,0,0,0,0,0,0,0,0,end,41,50,27,30,75,47,76,trap_exit,22,34,15,21,1,72,0.2023
5046,76,male,192,74,5,5,6,6,6,4,6,6,7,9,42,23,31,0,80,61,75,60,1,55,1,1,1,5,1,5,1,8,1,4,33,24,46,36,78,27,39,liminal_office,20,39,17,24,1,85,0.6894
5047,58,male,172,95,0,3,3,3,4,6,2,3,7,3,67,87,72,88,60,55,39,31,1,61,0,0,0,0,0,0,1,1,0,2,45,21,83,75,23,61,32,neutral,73,3,51,15,0,3,0.0679
5048,77,male,168,93,4,3,2,3,3,4,4,2,2,8,54,20,13,37,41,33,27,6,1,55,0,1,0,0,1,7,1,7,0,1,35,37,20,30,72,34,20,neutral,30,52,13,6,1,78,0.6241
5049,36,male,167,67,5,6,7,6,7,8,8,5,5,4,60,53,52,50,52,55,56,65,1,27,0,1,1,5,1,2,0,0,0,8,39,19,76,72,33,47,7,cave_isolation,51,15,35,8,0,4,0.6523
5050,48,male,154,57,3,3,3,4,5,4,4,4,5,3,60,25,12,23,40,53,41,48,1,67,1,1,1,5,1,1,1,1,0,1,7,68,51,47,80,8,76,neutral,31,22,30,11,1,94,0.7018
5051,55,female,190,89,8,5,8,7,5,3,7,7,5,5,49,26,0,14,50,42,68,74,1,68,1,1,1,2,1,1,1,8,1,4,24,96,29,36,95,13,47,liminal_office,17,34,21,0,1,75,0.7253
5052,54,male,154,73,4,3,3,2,4,4,3,3,4,5,48,79,53,51,49,42,34,39,0,0,1,1,0,0,1,6,0,0,0,0,50,38,43,44,37,31,38,neutral,38,54,22,20,0,4,0.1363
