character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,visibility,entity_density,entity_aggression,level_difficulty,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
2466,58,female,180,90,2,2,0,4,3,1,10,8,8,1,40,32,69,75,42,68,82,71,1,67,0,1,0,0,0,0,1,3,0,5,83,55,47,51,21,54,45,haunted_hotel,49,64,69,23,0,0,0.322
2467,51,female,179,110,8,4,8,2,7,7,5,10,0,4,61,54,24,36,84,68,53,45,0,0,0,1,1,2,0,0,0,0,0,end,51,38,65,82,71,72,52,haunted_hotel,36,90,28,16,0,0,0.133
2468,65,male,166,116,1,6,1,7,6,7,0,3,9,10,61,62,28,63,49,73,53,35,1,68,0,1,0,0,1,2,0,0,1,7,54,79,64,74,77,79,42,haunted_hotel,22,63,59,23,1,70,0.38
2469,57,male,178,92,3,9,6,9,5,6,7,7,2,6,87,28,71,57,30,85,44,44,1,33,0,1,1,4,0,0,0,0,0,8,46,28,25,65,47,83,68,darkness,26,86,43,24,0,0,0.276
2470,58,female,192,60,9,10,1,3,2,0,4,2,4,0,89,71,17,70,56,41,65,30,1,51,1,0,0,0,0,0,1,5,0,0,51,43,32,40,25,69,26,resource_rich,30,92,57,23,1,11,0.601
2471,26,female,179,113,2,7,7,6,7,9,5,8,4,2,69,31,68,31,90,36,42,58,1,65,1,1,0,0,1,7,1,10,1,5,38,23,21,72,28,69,55,trap_exit,79,27,42,4,0,0,0.304
2472,30,male,191,39,6,2,5,5,1,10,1,3,8,10,21,61,37,49,66,26,57,70,1,60,1,0,0,0,0,0,1,4,1,1,48,74,48,72,59,80,82,neutral,55,59,83,23,0,0,0.315
2473,37,male,176,90,10,0,7,8,3,4,8,7,4,1,20,42,64,36,42,41,40,28,1,66,0,0,0,0,0,0,1,5,0,7,34,58,32,90,85,76,50,neutral,46,6,42,9,1,61,0.466
2474,63,male,206,67,3,5,9,6,4,8,7,9,10,3,39,17,80,68,37,81,31,38,1,53,1,1,0,0,1,9,1,3,0,0,49,33,38,66,34,77,20,cave_isolation,35,12,61,19,0,0,0.208
2475,33,male,158,139,3,4,6,8,4,9,10,7,9,10,14,23,55,37,35,76,58,85,1,47,0,0,0,0,0,0,1,6,1,end,69,33,44,47,85,46,39,mechanical_noise,52,5,24,15,0,0,0.133
2476,32,female,173,43,0,10,6,6,2,0,7,1,6,3,42,62,77,46,64,26,66,50,1,90,0,0,0,0,0,0,1,2,0,0,48,54,56,52,77,83,46,haunted_hotel,29,70,49,24,1,66,0.33
2477,62,female,205,66,9,4,10,1,8,5,5,9,10,0,58,41,23,36,25,54,77,57,0,0,0,1,0,0,1,5,1,8,0,5,73,36,52,85,65,80,75,mechanical_noise,31,14,85,2,1,13,0.581
2478,49,female,149,111,2,10,7,2,9,8,9,2,7,5,60,23,60,63,72,60,36,63,1,40,1,0,1,2,0,0,1,1,0,5,31,73,45,35,81,76,38,cave_isolation,84,44,24,2,1,19,0.5
2479,31,female,191,62,4,10,8,7,2,9,3,0,0,4,23,83,9,54,37,67,29,60,1,34,1,0,1,2,1,3,0,0,0,1,45,71,72,42,64,89,80,cave_isolation,33,34,24,1,0,0,0.142
2480,40,male,181,57,4,5,7,7,2,4,10,6,4,8,69,24,35,74,24,60,61,80,1,74,1,0,1,5,0,0,0,0,0,2,44,20,28,62,34,67,33,darkness,63,82,63,19,1,108,0.303
2481,62,male,199,122,3,2,4,1,0,6,1,6,10,10,12,48,63,43,49,44,70,79,1,37,0,1,1,0,1,6,0,0,0,2,33,54,57,50,52,86,50,liminal_office,81,88,17,13,0,0,0.271
2482,15,male,141,139,6,4,2,8,2,5,8,6,5,6,10,68,65,25,47,79,87,37,1,32,1,0,0,0,0,0,1,2,0,7,49,72,53,68,77,45,62,cave_isolation,29,50,58,23,0,0,0.247
2483,66,male,140,129,9,9,8,6,7,8,0,1,2,2,76,74,45,13,24,47,26,89,1,95,0,0,1,4,1,10,1,4,0,1,83,30,37,51,80,36,82,mechanical_noise,21,17,38,12,0,0,0.175
2484,39,male,189,103,9,10,7,2,7,0,7,5,5,9,20,12,56,38,70,27,47,37,0,0,0,0,1,5,0,0,1,7,0,5,79,29,36,84,41,28,80,flooding,48,65,52,3,0,0,0.385
2485,15,female,175,96,3,0,5,5,8,9,10,6,7,1,90,43,75,43,72,29,78,27,0,0,0,1,0,0,1,5,1,5,0,4,70,32,46,58,66,35,72,cave_isolation,57,82,58,4,0,0,0.341
2486,33,female,161,82,6,7,1,6,6,10,7,3,5,5,23,67,73,49,71,70,48,74,0,0,0,0,0,0,1,3,1,6,0,6,27,92,84,46,24,46,62,resource_rich,27,63,40,7,0,0,0.129
2487,56,female,175,100,5,8,2,10,3,0,5,0,2,7,80,16,14,21,89,52,71,82,0,0,1,1,1,4,0,0,0,0,1,7,35,73,51,61,55,56,34,darkness,20,18,78,17,1,85,0.42
2488,78,female,142,96,5,3,0,3,3,4,5,2,4,10,20,64,33,64,54,39,51,64,1,56,1,0,0,0,0,0,0,0,0,1,45,56,44,35,76,33,26,haunted_hotel,58,90,81,11,0,0,0.329
2489,77,female,183,128,4,4,6,3,5,7,1,10,10,10,30,82,18,45,51,22,34,38,1,81,1,0,0,0,0,0,0,0,0,6,18,93,47,41,42,82,90,resource_rich,37,92,63,17,0,0,0.229
2490,45,female,155,103,10,6,7,0,4,4,5,8,2,10,44,64,72,74,88,51,89,72,1,23,1,1,1,4,1,2,1,5,1,4,63,34,45,32,83,85,87,flooding,82,72,45,4,0,0,0.302
2491,66,male,150,90,7,9,9,7,10,10,4,6,3,2,43,65,47,74,74,87,29,56,0,0,1,0,0,0,1,10,1,6,1,4,65,19,21,30,36,88,81,flooding,36,51,70,5,1,80,0.597
2492,12,other,149,108,8,4,6,3,4,3,6,0,8,5,69,34,35,13,58,25,87,51,1,28,0,0,1,4,1,8,0,0,1,1,83,40,56,89,52,65,72,trap_exit,38,71,35,24,1,92,0.658
2493,49,male,190,70,8,3,9,6,9,4,6,8,1,3,12,54,74,81,38,38,76,71,1,67,0,1,1,5,1,6,1,8,0,8,76,26,36,63,81,42,51,trap_exit,22,5,34,23,0,0,0.263
2494,17,male,181,70,5,7,6,6,3,7,5,4,1,6,10,48,22,49,41,62,70,64,0,0,0,1,1,2,1,4,0,0,0,2,73,36,32,72,29,81,40,haunted_hotel,59,91,71,10,1,80,0.435
2495,36,male,164,90,4,10,4,0,3,2,2,3,0,2,67,90,18,44,72,22,26,38,1,34,0,1,0,0,1,1,0,0,0,2,69,32,27,71,48,41,73,resource_rich,77,30,82,0,1,64,0.436
2496,28,other,145,41,0,10,8,4,6,3,6,10,9,10,86,46,9,62,49,85,61,23,1,98,0,1,1,0,0,0,0,0,0,0,37,53,67,50,40,62,80,trap_exit,41,92,43,20,1,17,0.539
2497,72,other,183,127,2,5,1,1,7,10,10,4,8,0,61,20,70,44,37,88,36,41,0,0,0,1,0,0,0,0,1,9,1,3,68,73,41,62,21,40,22,darkness,77,95,23,20,0,0,0.212
2498,23,female,147,66,7,1,4,6,7,4,4,10,4,7,90,30,17,27,88,26,60,78,1,88,1,1,1,1,1,4,0,0,1,7,26,45,58,81,72,58,66,flooding,36,47,37,3,0,0,0.267
2499,17,female,173,125,10,10,7,2,6,8,4,0,5,9,24,38,54,43,58,81,54,30,1,21,1,1,0,0,0,0,1,5,0,1,60,35,61,63,39,77,27,haunted_hotel,40,89,36,22,0,0,0.338
2500,38,female,180,35,0,3,7,0,3,4,1,9,6,4,18,11,36,40,54,47,65,22,1,98,0,0,1,2,0,0,0,0,0,1,79,46,42,86,34,86,47,cave_isolation,77,6,46,17,0,0,0.316
2501,19,other,140,92,0,2,9,10,9,6,8,7,3,9,66,29,34,13,37,49,71,65,1,89,0,1,1,1,0,0,1,9,0,3,82,62,50,74,71,53,53,mechanical_noise,37,82,26,9,0,0,0.384
2502,76,female,142,54,7,1,8,1,0,5,7,1,4,9,53,22,77,46,25,59,43,39,1,100,0,0,0,0,0,0,0,0,1,2,82,42,60,69,32,57,78,neutral,63,6,38,1,1,53,0.519
2503,68,female,191,68,10,5,1,10,2,10,0,4,5,1,49,35,73,21,44,74,37,46,0,0,0,1,0,0,1,6,0,0,0,6,28,92,49,62,70,38,83,mechanical_noise,63,85,53,8,0,0,0.155
2504,51,male,182,85,6,10,7,3,4,4,0,6,9,7,25,65,49,29,48,45,60,33,0,0,1,0,1,2,1,10,0,0,0,0,36,20,49,32,36,44,65,darkness,73,43,53,13,1,118,0.571
2505,25,male,186,70,1,9,5,0,7,1,3,9,7,1,49,41,44,80,49,57,90,43,1,30,1,0,0,0,1,2,1,9,0,1,36,49,34,33,23,43,53,haunted_hotel,40,80,67,24,0,0,0.272
2506,46,female,158,60,5,0,2,6,10,10,9,3,9,4,36,80,38,72,62,38,30,64,0,0,0,0,1,4,0,0,1,4,1,8,60,55,35,89,78,67,59,mechanical_noise,61,28,47,0,1,57,0.667
2507,59,male,209,121,8,9,6,9,1,5,7,0,1,8,23,89,66,29,28,38,72,26,1,48,0,1,0,0,0,0,1,3,0,1,34,45,39,46,32,57,52,cave_isolation,24,95,20,12,0,0,0.231
2508,67,female,186,67,7,3,1,6,4,10,0,1,7,9,38,41,70,31,58,75,55,74,0,0,1,1,0,0,0,0,0,0,0,3,58,59,41,57,29,37,40,liminal_office,78,88,19,22,1,17,0.701
2509,60,female,144,35,5,7,1,7,8,7,1,0,7,8,87,84,43,76,73,84,87,73,1,64,0,1,0,0,0,0,0,0,1,6,24,74,80,38,77,78,62,haunted_hotel,67,28,18,13,0,0,0.117
2510,24,female,203,101,1,4,9,9,5,7,1,0,7,9,71,40,24,16,25,86,50,84,1,97,1,1,1,2,0,0,0,0,1,4,75,11,38,32,54,54,63,darkness,55,13,45,14,0,0,0.268
2511,72,male,184,84,10,2,1,1,3,2,4,6,0,9,48,63,58,22,79,23,70,29,1,28,0,1,0,0,0,0,1,4,1,4,60,13,30,47,53,73,41,flooding,60,18,71,8,1,117,0.63
2512,60,female,203,69,2,1,2,8,3,2,9,4,0,0,28,17,52,33,54,70,64,60,0,0,0,1,1,4,0,0,0,0,1,1,74,26,39,72,76,80,22,haunted_hotel,21,6,48,15,1,64,0.339
2513,57,female,184,69,2,10,6,7,5,2,10,0,2,3,13,76,71,52,63,58,72,69,1,63,1,1,1,5,0,0,0,0,0,end,41,49,30,88,21,35,76,liminal_office,50,53,69,22,0,0,0.156
2514,73,female,175,93,8,10,1,1,7,4,4,3,0,3,26,21,75,55,60,43,53,38,0,0,1,0,0,0,0,0,0,0,0,4,91,37,47,87,78,83,71,liminal_office,56,88,37,9,1,61,0.772
2515,19,female,148,111,8,5,5,3,1,4,8,8,9,1,84,28,67,16,51,59,40,79,0,0,1,0,1,3,1,3,1,8,0,0,41,56,69,50,25,25,24,trap_exit,33,65,77,7,0,0,0.218
2516,54,other,162,131,4,3,10,4,6,4,10,2,8,9,19,25,71,31,85,74,80,57,0,0,0,0,0,0,0,0,1,2,0,8,46,23,63,61,53,78,37,mechanical_noise,38,90,79,23,1,31,0.717
2517,31,female,171,47,10,6,7,9,1,7,6,9,7,5,64,89,17,77,86,30,87,73,1,43,1,0,0,0,0,0,1,3,0,end,68,56,55,43,78,58,78,neutral,22,87,72,18,0,0,0.163
2518,50,male,184,56,4,7,7,10,3,5,8,7,4,3,19,18,20,66,35,82,83,88,0,0,1,1,0,0,0,0,1,10,0,5,69,48,24,32,35,31,82,haunted_hotel,29,21,48,17,1,66,0.528
2519,60,female,167,90,7,8,3,9,0,6,5,9,7,0,40,69,12,19,83,47,67,54,1,26,0,0,1,4,1,7,1,10,0,4,72,43,23,49,27,79,84,trap_exit,32,63,34,15,1,26,0.453
2520,75,male,191,39,2,6,4,2,6,0,8,2,1,9,84,45,35,39,62,22,85,46,1,45,1,1,0,0,0,0,0,0,1,0,56,79,49,66,36,25,43,liminal_office,54,8,59,6,0,0,0.173
2521,73,male,150,115,8,8,1,3,4,6,8,4,5,4,13,83,21,59,56,31,44,26,1,22,0,0,0,0,0,0,1,10,0,8,54,33,52,65,28,76,30,trap_exit,84,37,61,4,0,0,0.307
2522,65,male,158,77,4,3,10,5,2,10,6,3,7,3,47,64,31,56,73,63,70,38,0,0,1,1,0,0,0,0,0,0,0,5,45,32,52,48,67,65,45,haunted_hotel,50,64,82,15,0,0,0.25
2523,20,female,203,108,8,0,0,6,8,5,10,7,2,7,21,59,35,14,38,29,20,50,1,67,1,0,0,0,0,0,1,9,0,1,30,53,70,84,32,86,21,resource_rich,58,29,22,21,0,0,0.175
2524,48,male,204,89,9,6,4,3,8,6,6,3,8,6,63,85,70,12,57,78,22,35,0,0,1,0,0,0,0,0,1,2,0,5,61,58,32,88,81,34,44,mechanical_noise,38,51,78,18,1,109,0.437
2525,60,male,196,125,8,1,9,8,1,10,3,4,3,3,66,15,10,62,74,48,77,45,0,0,1,0,0,0,1,9,1,6,0,end,51,66,53,36,62,28,39,liminal_office,23,36,63,7,0,0,0.181
2526,52,female,205,49,10,9,8,10,9,1,4,5,6,9,61,70,63,15,81,72,50,42,1,84,1,0,1,2,1,8,1,9,0,3,55,51,24,39,45,85,48,flooding,81,38,40,7,0,0,0.283
2527,28,female,143,76,3,10,3,7,10,4,5,9,2,6,37,24,85,32,50,30,80,58,0,0,0,1,1,1,1,7,1,6,0,7,44,55,38,45,52,54,26,neutral,23,54,45,17,1,75,0.381
2528,32,male,168,43,1,8,10,9,4,0,2,3,5,6,54,14,61,20,31,84,71,40,1,38,1,0,0,0,0,0,0,0,0,0,76,38,51,37,34,51,86,trap_exit,47,51,58,16,0,0,0.223
2529,62,female,143,105,6,5,10,6,3,3,4,8,7,0,51,43,63,70,71,27,54,58,1,85,0,1,0,0,0,0,1,8,1,7,47,59,27,89,27,55,62,neutral,46,95,32,19,0,0,0.276
2530,70,female,140,91,0,8,0,10,3,0,6,0,1,4,89,84,10,59,49,81,33,23,1,37,1,0,0,0,0,0,0,0,0,0,33,75,47,63,57,66,79,cave_isolation,62,78,18,1,0,0,0.195
2531,50,male,157,44,6,7,0,2,1,9,1,0,9,10,70,25,62,80,22,29,32,88,1,57,0,1,0,0,1,7,1,5,1,5,74,46,67,85,31,55,32,liminal_office,72,42,79,4,1,54,0.519
2532,66,female,152,98,0,8,9,0,7,7,6,5,1,8,65,12,27,13,21,58,22,22,1,70,0,0,1,1,0,0,0,0,0,5,72,38,66,35,32,60,86,cave_isolation,64,50,33,23,1,42,0.5
2533,52,female,209,75,4,6,3,10,6,8,6,1,0,8,64,70,38,77,43,24,62,23,1,90,0,1,0,0,0,0,0,0,1,6,18,87,73,79,25,45,40,mechanical_noise,34,35,58,16,0,0,0.135
2534,50,female,188,47,0,10,10,8,6,6,3,7,9,10,84,47,12,17,60,60,81,67,1,73,0,1,0,0,0,0,1,9,0,2,34,75,30,82,74,31,25,liminal_office,32,90,25,8,1,74,0.5
2535,24,female,186,50,7,2,1,6,0,5,3,9,0,6,57,81,15,47,21,20,43,69,1,90,1,1,0,0,1,5,0,0,0,2,45,78,64,34,76,82,67,neutral,72,87,23,16,0,0,0.177
2536,75,female,169,132,0,9,3,8,7,1,7,0,8,2,30,54,66,20,51,23,61,27,0,0,1,1,0,0,1,8,1,5,0,7,54,57,36,43,49,28,90,trap_exit,60,50,66,4,1,17,0.44
2537,22,male,166,106,5,4,2,5,8,6,0,3,7,6,62,82,46,53,60,26,86,89,1,80,1,1,1,0,0,0,0,0,1,7,48,65,58,66,65,64,35,darkness,70,6,55,9,1,30,0.504
2538,30,female,167,94,0,2,10,8,4,5,5,6,7,1,86,71,67,29,35,21,71,87,1,39,1,0,0,0,1,10,0,0,1,2,37,63,72,40,73,38,53,trap_exit,84,82,54,19,0,0,0.198
2539,22,male,141,65,1,2,2,1,7,2,4,5,7,8,90,46,52,35,74,71,86,70,1,33,0,1,0,0,1,5,1,1,0,6,11,65,61,90,48,55,73,resource_rich,80,82,79,13,0,0,0.125
2540,57,male,159,89,3,6,2,10,6,9,1,10,7,2,51,39,19,64,24,66,70,48,1,38,1,0,0,0,1,1,0,0,0,end,76,50,33,58,50,81,82,neutral,43,14,59,20,1,86,0.575
2541,56,male,163,126,7,5,0,3,7,5,1,9,1,6,16,76,47,82,64,76,56,22,1,21,0,1,0,0,0,0,0,0,1,end,74,57,37,81,47,50,85,mechanical_noise,84,22,44,11,0,0,0.103
2542,12,female,183,105,2,4,6,10,8,4,5,5,5,0,11,85,10,17,65,38,69,75,1,57,0,0,0,0,1,4,1,6,0,5,72,35,68,31,73,49,40,neutral,38,11,43,11,1,65,0.595
2543,51,male,160,68,7,4,4,7,4,3,7,0,0,6,69,26,28,51,88,82,24,28,0,0,1,1,0,0,0,0,0,0,0,6,33,83,70,45,73,89,36,darkness,68,51,49,1,0,0,0.18
2544,30,male,161,131,6,10,6,6,6,0,5,1,5,3,37,27,36,29,86,82,43,21,1,63,0,1,0,0,1,9,0,0,0,1,42,54,35,82,61,47,75,flooding,58,79,28,11,0,0,0.356
2545,72,male,197,38,5,7,2,0,2,5,0,4,5,2,83,29,22,63,63,29,47,43,1,20,0,1,0,0,0,0,1,1,0,2,65,21,32,73,45,41,82,haunted_hotel,31,61,31,13,0,0,0.259
2546,23,female,150,89,9,0,8,10,8,1,2,10,7,6,47,46,54,25,57,69,89,56,1,78,1,0,0,0,1,6,1,9,0,2,66,29,71,41,55,84,80,haunted_hotel,37,57,35,8,0,0,0.292
2547,72,female,192,136,0,3,0,3,9,8,0,5,10,2,77,16,65,78,27,55,79,46,1,83,1,1,0,0,0,0,0,0,0,8,72,27,60,56,28,67,52,neutral,48,14,59,16,0,0,0.267
2548,44,female,148,124,5,4,4,5,4,4,3,2,2,8,27,71,6,22,22,52,72,53,1,40,1,1,0,0,1,9,0,0,1,7,46,62,42,89,41,66,77,flooding,29,16,84,17,0,0,0.197
2549,56,male,206,100,5,8,8,3,8,8,10,3,9,9,78,72,81,16,21,41,44,50,1,68,1,1,0,0,1,6,0,0,0,end,41,41,54,65,26,75,42,mechanical_noise,67,7,15,22,0,0,0.056
2550,80,male,191,130,9,0,1,5,10,8,3,9,7,0,70,57,38,52,53,27,54,42,0,0,1,0,0,0,1,5,0,0,1,2,54,38,41,47,29,35,43,resource_rich,49,37,22,18,0,0,0.217
2551,19,female,152,137,7,8,8,0,1,2,9,10,6,2,48,78,74,62,80,53,68,67,1,58,0,1,0,0,0,0,1,1,0,3,81,40,27,65,70,83,90,resource_rich,40,47,29,9,1,81,0.331
2552,36,female,140,140,10,5,9,8,5,10,10,2,3,6,89,87,26,10,61,38,57,28,1,51,1,0,1,2,1,4,1,2,1,5,53,43,34,57,22,85,66,darkness,37,33,15,1,0,0,0.219
2553,57,male,183,93,5,2,6,2,3,9,3,0,10,10,81,23,35,45,72,82,57,89,0,0,1,0,0,0,1,9,0,0,1,7,32,58,48,31,34,61,88,flooding,60,90,81,20,0,0,0.198
2554,41,male,163,75,1,2,6,4,3,2,4,0,1,8,47,12,39,31,70,51,40,81,0,0,1,1,1,2,0,0,1,5,1,1,47,48,22,64,21,59,26,liminal_office,67,16,19,12,0,0,0.297
2555,58,male,144,100,9,10,3,2,5,3,2,7,2,9,41,18,21,49,21,48,89,72,1,94,1,0,0,0,1,3,0,0,0,5,32,51,45,82,35,55,85,darkness,78,84,34,15,0,0,0.197
2556,60,female,205,124,2,10,2,7,5,0,9,5,3,2,57,55,46,6,34,73,33,67,0,0,0,1,1,5,0,0,1,8,1,4,64,14,56,53,29,31,82,resource_rich,27,54,30,3,1,79,0.455
2557,58,male,159,81,1,3,5,4,3,6,6,8,0,2,36,70,53,81,69,53,32,36,0,0,0,0,0,0,0,0,1,5,0,0,57,69,32,76,52,86,90,trap_exit,28,24,55,15,0,0,0.277
2558,29,female,203,61,2,4,0,6,6,1,10,7,5,5,51,58,75,40,70,54,30,66,1,73,1,0,1,5,0,0,1,9,0,3,81,57,63,63,83,76,67,cave_isolation,81,41,32,21,0,0,0.191
2559,77,male,154,113,0,8,2,10,9,3,0,3,2,9,74,75,20,20,28,69,20,36,1,65,0,1,1,5,0,0,0,0,0,6,21,70,59,42,61,59,57,neutral,65,26,73,23,0,0,0.119
2560,79,male,207,55,6,5,8,2,10,2,9,6,7,6,22,32,59,74,27,51,85,65,0,0,1,0,0,0,1,4,0,0,1,8,71,41,33,50,24,58,42,haunted_hotel,67,70,75,9,0,0,0.213
2561,44,male,193,125,4,4,3,2,4,4,10,1,4,2,56,11,81,9,33,85,26,50,1,100,0,1,0,0,0,0,0,0,1,2,72,34,47,36,65,55,51,mechanical_noise,38,21,25,6,1,54,0.383
2562,47,female,150,132,8,5,10,10,10,10,8,0,10,3,24,50,27,77,24,66,34,82,1,95,1,1,0,0,1,10,1,2,0,0,75,67,61,80,80,73,62,cave_isolation,69,86,21,14,1,69,0.337
2563,30,female,162,45,6,5,4,1,1,2,1,6,7,5,46,38,83,23,82,76,41,82,1,92,0,0,0,0,1,8,0,0,1,2,48,35,59,80,37,49,26,haunted_hotel,45,28,66,16,0,0,0.267
2564,39,male,140,121,0,8,10,9,9,10,7,8,1,9,70,35,81,73,88,63,37,21,1,85,1,1,0,0,1,2,1,4,0,6,17,68,70,53,43,84,52,neutral,55,30,52,20,0,0,0.165
2565,51,female,181,56,0,9,5,4,3,1,0,4,3,7,18,63,76,63,78,49,28,44,1,27,0,0,0,0,0,0,0,0,1,6,33,69,60,81,51,79,28,darkness,83,72,45,15,0,0,0.214
2566,26,male,186,57,1,6,7,5,7,10,3,3,7,6,63,46,57,45,21,28,36,78,1,34,0,0,1,5,1,10,1,10,1,2,46,31,42,45,45,80,67,mechanical_noise,34,40,36,16,0,0,0.286
2567,52,female,207,99,6,6,2,1,3,2,9,6,1,1,16,22,26,26,38,24,27,78,1,90,1,1,0,0,0,0,0,0,0,5,34,56,42,48,43,34,62,neutral,77,17,43,9,0,0,0.255
2568,50,female,177,93,6,3,8,1,10,7,6,0,0,5,83,69,15,66,76,54,65,49,1,68,0,0,1,0,0,0,0,0,0,7,54,84,43,37,40,35,80,darkness,84,77,60,6,0,0,0.24
2569,13,male,141,110,8,4,7,5,6,5,0,5,10,8,31,45,70,77,42,35,23,74,0,0,0,1,1,4,0,0,1,1,0,1,30,27,29,81,57,50,30,cave_isolation,70,46,76,13,1,107,0.481
2570,74,female,184,123,2,6,8,3,8,5,9,5,9,8,25,30,46,36,39,73,49,51,0,0,0,0,0,0,0,0,0,0,0,7,49,56,47,40,65,85,42,haunted_hotel,29,59,61,7,1,106,0.451
2571,40,female,166,104,2,7,4,3,0,10,1,5,10,8,60,82,16,26,76,89,26,73,1,58,1,0,0,0,1,4,1,6,1,8,76,71,34,57,24,32,68,flooding,79,17,70,15,1,29,0.271
2572,77,male,200,132,7,5,6,4,5,0,7,4,1,0,26,88,30,81,86,30,75,50,1,75,1,1,0,0,0,0,1,6,0,7,37,62,50,39,28,49,47,cave_isolation,79,88,20,19,1,73,0.591
2573,62,female,150,62,5,7,10,7,0,0,10,8,10,6,75,20,43,7,61,84,69,26,1,74,0,1,1,0,1,3,0,0,1,2,66,59,42,84,39,83,33,cave_isolation,53,12,47,7,0,0,0.195
2574,21,male,208,59,2,8,5,3,2,10,10,1,9,4,49,10,58,46,79,44,82,78,1,64,1,1,0,0,0,0,1,10,1,1,39,58,66,37,26,85,50,darkness,52,51,63,21,1,31,0.696
2575,25,female,168,116,7,0,1,10,10,5,2,7,7,2,24,50,10,23,42,77,58,61,1,31,1,1,1,3,1,8,1,7,0,1,38,40,52,54,62,29,82,mechanical_noise,76,53,15,10,0,0,0.2
2576,62,male,164,35,2,3,10,5,0,6,5,7,1,3,22,46,62,50,61,42,73,26,0,0,0,1,0,0,1,4,1,8,0,4,87,14,55,62,37,63,58,neutral,51,36,80,11,0,0,0.319
2577,50,female,193,66,5,8,2,8,6,8,7,1,0,0,23,33,16,34,42,62,79,64,1,76,0,1,0,0,0,0,0,0,0,0,58,58,52,77,85,78,71,flooding,22,50,29,8,1,78,0.539
2578,39,male,187,63,0,4,5,10,1,3,3,5,8,0,78,14,8,68,39,25,44,32,0,0,1,1,1,1,0,0,0,0,1,6,14,91,83,32,76,83,83,resource_rich,53,69,42,18,0,0,0.208
2579,14,male,185,54,3,10,7,0,7,1,10,9,3,2,87,26,65,45,71,38,57,83,0,0,1,0,1,4,0,0,1,3,0,3,38,21,46,67,69,61,62,resource_rich,70,55,55,14,0,0,0.206
2580,38,male,180,80,5,3,2,5,10,7,8,9,3,0,32,25,84,12,68,34,58,27,1,23,0,1,0,0,0,0,1,7,0,7,33,55,48,49,75,85,21,flooding,59,57,49,4,0,0,0.212
2581,13,male,180,111,4,8,0,2,7,10,9,5,4,5,65,51,65,12,37,22,28,54,1,77,0,0,1,5,1,9,0,0,0,4,90,29,28,40,27,67,76,resource_rich,81,12,41,6,0,0,0.247
2582,49,female,200,91,3,1,9,10,8,5,8,0,7,2,83,20,82,67,90,59,90,90,1,79,0,1,1,1,1,10,0,0,0,7,22,57,47,37,29,76,86,resource_rich,56,49,56,13,1,22,0.636
2583,14,male,150,46,9,1,5,5,0,3,7,8,8,8,78,88,46,48,32,50,90,68,0,0,0,1,1,0,1,3,1,4,0,6,34,87,82,68,54,50,61,liminal_office,38,77,70,0,0,0,0.136
2584,27,female,183,106,0,10,10,5,9,2,10,2,0,7,67,54,38,42,71,67,76,57,1,65,1,1,1,5,0,0,1,3,1,end,46,63,34,67,70,40,81,neutral,42,59,49,3,0,0,0.165
2585,51,male,171,73,3,7,8,2,7,2,8,3,2,5,55,27,21,51,75,90,63,66,1,94,1,0,1,1,1,2,0,0,0,4,61,41,46,79,28,47,45,cave_isolation,23,73,63,15,0,0,0.408
2586,13,female,188,42,0,7,10,3,8,9,9,3,10,0,15,25,36,63,25,66,20,26,0,0,0,1,1,3,1,2,1,1,0,8,72,42,33,67,63,47,55,haunted_hotel,76,58,42,16,1,22,0.474
2587,52,female,145,116,10,4,2,5,6,5,8,2,6,5,71,69,73,18,49,54,62,89,1,26,0,0,0,0,0,0,1,1,1,4,91,23,22,57,29,52,54,neutral,66,87,44,23,1,93,0.439
2588,23,other,196,119,9,5,8,4,7,8,4,0,9,2,51,79,75,39,55,85,57,72,1,62,1,1,1,2,1,8,0,0,1,7,51,78,60,57,33,84,38,cave_isolation,32,38,56,12,0,0,0.281
2589,46,other,145,62,3,10,2,3,7,0,9,4,0,10,78,80,30,40,36,47,30,35,1,70,1,1,1,0,0,0,1,6,0,end,57,52,56,79,33,86,60,neutral,79,73,82,20,0,0,0.088
2590,76,female,186,65,2,4,1,10,9,1,9,6,0,1,83,26,83,33,86,26,26,52,1,23,1,0,1,4,1,5,1,9,1,4,65,22,58,71,65,75,34,neutral,43,35,48,22,0,0,0.327
2591,66,female,202,49,6,7,2,2,1,8,0,6,4,0,18,31,35,30,87,81,52,81,1,89,1,1,1,5,1,10,0,0,0,end,51,69,61,76,58,54,31,trap_exit,43,82,72,13,0,0,0.171
2592,56,male,188,94,10,5,3,1,8,5,10,3,6,3,71,74,57,39,55,80,24,24,1,62,1,1,0,0,0,0,1,1,0,3,70,49,58,57,20,68,63,neutral,29,51,56,7,0,0,0.206
2593,73,female,161,73,5,5,5,7,8,3,2,7,2,9,21,13,55,64,63,51,89,35,1,27,0,0,0,0,0,0,1,1,1,7,21,59,56,36,43,64,77,darkness,47,22,71,1,1,11,0.45
